IL_SMILES,NAME,ARTICLEID,IL-Tm (deg-C),IL-Tm (K),MolecularFormula,C,H,N,O,S,P,F,Cl,Br,I,Si
CCC1C(=O)OCC1Cc1c[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)cn1C.[Br-],C0266_A0004,A132065,140,413.15,C19H22BrN3O5,19,22,3,5,0,0,0,0,1,0,0
Cn1cc[n+](C(C)(C)C(=O)c2ccccc2)c1.[Br-],C0383_A0004,A132065,139,412.15,C14H17BrN2O,14,17,2,1,0,0,0,0,1,0,0
CCCn1cc[n+](CCC)c1.[Br-],C0575_A0004,A132065,135,408.15,C9H17BrN2,9,17,2,0,0,0,0,0,1,0,0
CC(C)n1cc[n+](C(C)C)c1.[Br-],C0953_A0004,A132065,137,410.15,C9H17BrN2,9,17,2,0,0,0,0,0,1,0,0
CCCCCCCCCCCCn1c(C)[n+](CCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],C0265_A0004,A132065,142,415.15,C24H37BrCl2N2O2,24,37,2,2,0,0,0,2,1,0,0
CCCCCCCCCC[n+]1c(C)n(CCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],C1032_A0004,A132065,157,430.15,C22H33BrCl2N2O2,22,33,2,2,0,0,0,2,1,0,0
Cn1cc[n+](C)c1.[Br-],C0958_A0004,A132065,112,385.15,C5H9BrN2,5,9,2,0,0,0,0,0,1,0,0
CCC1C(=O)OCC1Cc1c[n+](Cc2ccccc2)cn1C.[Br-],C1033_A0004,A132065,126,399.15,C18H23BrN2O2,18,23,2,2,0,0,0,0,1,0,0
CCCCCCCCCCCCCCCCN1C(=CC=Cc2n(CCCCCCCCCCCCCCCC)c3ccccc3[n+]2CCCCCCCCCCCCCCCC)N(CCCCCCCCCCCCCCCC)c2ccccc21.[Br-],C0324_A0004,A132065,127,400.15,C81H143BrN4,81,143,4,0,0,0,0,0,1,0,0
C=CCn1c[n+](CCC#N)c2ccccc21.[Br-],C0187_A0004,A132065,114,387.15,C13H14BrN3,13,14,3,0,0,0,0,0,1,0,0
CCCCCCCCCC[n+]1ccn(Cc2ccccc2)c1C.[Br-],C0578_A0004,A132065,88,361.15,C21H33BrN2,21,33,2,0,0,0,0,0,1,0,0
CCCC[n+]1ccn(C)c1.[Br-],C0505_A0004,A132065,78,351.15,C8H15BrN2,8,15,2,0,0,0,0,0,1,0,0
C=CCn1cc[n+](C)c1.[Br-],C0316_A0004,A132065,53,326.15,C7H11BrN2,7,11,2,0,0,0,0,0,1,0,0
CC[n+]1ccn(C(C)CO)c1.[Br-],C0604_A0004,A132065,6,279.15,C8H15BrN2O,8,15,2,1,0,0,0,0,1,0,0
CCOC(=O)C[N+](C)(C)C.[Br-],C0055_A0004,A132065,159,432.15,C7H16BrNO2,7,16,1,2,0,0,0,0,1,0,0
CCCCCCCCCCCCCCCC[N+](C)(C)CCCC.[Br-],C0933_A0004,A132065,84,357.15,C22H48BrN,22,48,1,0,0,0,0,0,1,0,0
CCCCCCC(=O)C[N+](CC)(CC)CC.[Br-],C0347_A0004,A132065,103,376.15,C14H30BrNO,14,30,1,1,0,0,0,0,1,0,0
CCCCCCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],C0204_A0004,A132065,129,402.15,C21H46BrNO2,21,46,1,2,0,0,0,0,1,0,0
CCCCCCCCCCCCCCCC[N+](C)(C)c1ccccc1.[Br-],C0269_A0004,A132065,117,390.15,C24H44BrN,24,44,1,0,0,0,0,0,1,0,0
CCCCCCCC[N+](C)(C)CCO.[Br-],C0605_A0004,A132065,117,390.15,C12H28BrNO,12,28,1,1,0,0,0,0,1,0,0
CCCCCCCCC[N+](C)(C)CCO.[Br-],C1105_A0004,A132065,122,395.15,C13H30BrNO,13,30,1,1,0,0,0,0,1,0,0
CCCCCCCCCCCC[N+](C)(C)CCO.[Br-],C0194_A0004,A132065,195,468.15,C16H36BrNO,16,36,1,1,0,0,0,0,1,0,0
CCCCCCCCCCCCCCC[N+](C)(C)CCO.[Br-],C1024_A0004,A132065,204,477.15,C19H42BrNO,19,42,1,1,0,0,0,0,1,0,0
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCO.[Br-],C0703_A0004,A132065,204,477.15,C22H48BrNO,22,48,1,1,0,0,0,0,1,0,0
CCCCCCCCCCCCCCC(O)C[N+](C)(C)CCO.[Br-],C0994_A0004,A132065,79,352.15,C20H44BrNO2,20,44,1,2,0,0,0,0,1,0,0
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CO.[Br-],C0749_A0004,A132065,66,339.15,C21H46BrNO2,21,46,1,2,0,0,0,0,1,0,0
CCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCCCC.[Br-],C0008_A0004,A132065,138,411.15,C42H88BrN,42,88,1,0,0,0,0,0,1,0,0
CC(C)CCC[N+](C)(C)C.[Br-],C0344_A0004,A132065,210,483.15,C9H22BrN,9,22,1,0,0,0,0,0,1,0,0
CC(C)[N+](C)(C)CCO.[Br-],C1133_A0004,A132065,274,547.15,C7H18BrNO,7,18,1,1,0,0,0,0,1,0,0
CCCC[N+](CC)(CC)CC.[Br-],C0756_A0004,A132065,208,481.15,C10H24BrN,10,24,1,0,0,0,0,0,1,0,0
CCCC[N+](C)(C)CCCC.[Br-],C0313_A0004,A132065,166,439.15,C10H24BrN,10,24,1,0,0,0,0,0,1,0,0
CCC(C)(O)C[N+](C)(C)C.[Br-],C0552_A0004,A132065,169,442.15,C8H20BrNO,8,20,1,1,0,0,0,0,1,0,0
CCC(C[N+](C)(C)C)OC.[Br-],C0017_A0004,A132065,123,396.15,C8H20BrNO,8,20,1,1,0,0,0,0,1,0,0
CCOC(CC)C[N+](C)(C)C.[Br-],C0193_A0004,A132065,160,433.15,C9H22BrNO,9,22,1,1,0,0,0,0,1,0,0
CCCC(C[N+](C)(C)C)OC.[Br-],C0113_A0004,A132065,102,375.15,C9H22BrNO,9,22,1,1,0,0,0,0,1,0,0
CCCCCCCCC[N+](C)(C)C.[Br-],C1131_A0004,A132065,212,485.15,C12H28BrN,12,28,1,0,0,0,0,0,1,0,0
C[N+](C)(C)CCOCCO.[Br-],C0368_A0004,A132065,85,358.15,C7H18BrNO2,7,18,1,2,0,0,0,0,1,0,0
CCCOC(CC)C[N+](C)(C)C.[Br-],C1157_A0004,A132065,148,421.15,C10H24BrNO,10,24,1,1,0,0,0,0,1,0,0
CCCCC(C[N+](C)(C)C)OC.[Br-],C0158_A0004,A132065,99,372.15,C10H24BrNO,10,24,1,1,0,0,0,0,1,0,0
CCCC(C[N+](C)(C)C)OCC.[Br-],C0302_A0004,A132065,148,421.15,C10H24BrNO,10,24,1,1,0,0,0,0,1,0,0
CCCCCCC[N+](CC)(CC)CC.[Br-],C0557_A0004,A132065,110,383.15,C13H30BrN,13,30,1,0,0,0,0,0,1,0,0
CC[N+](C)(CCC(C)C)CCC(C)C.[Br-],C0022_A0004,A132065,127,400.15,C13H30BrN,13,30,1,0,0,0,0,0,1,0,0
CCCC[N+](C)(CCCC)CCCC.[Br-],C0337_A0004,A132065,121,394.15,C13H30BrN,13,30,1,0,0,0,0,0,1,0,0
CCOCC[N+](CC)(CC)CC.[Br-],C1072_A0004,A132065,98,371.15,C10H24BrNO,10,24,1,1,0,0,0,0,1,0,0
C#CC[N+](CC)(CC)CC.[Br-],C0387_A0004,A132065,199,472.15,C9H18BrN,9,18,1,0,0,0,0,0,1,0,0
CCCCC(C[N+](C)(C)C)OCC.[Br-],C0128_A0004,A132065,149,422.15,C11H26BrNO,11,26,1,1,0,0,0,0,1,0,0
CCCCOC(CC)C[N+](C)(C)C.[Br-],C0229_A0004,A132065,129,402.15,C11H26BrNO,11,26,1,1,0,0,0,0,1,0,0
CCCCOC(CCC)C[N+](C)(C)C.[Br-],C0611_A0004,A132065,111,384.15,C12H28BrNO,12,28,1,1,0,0,0,0,1,0,0
C=CC[N+](C)(CC=C)CC=C.[Br-],C0763_A0004,A132065,90,363.15,C10H18BrN,10,18,1,0,0,0,0,0,1,0,0
CCCCCCCCC(CC)C[N+](C)(C)C.[Br-],C0916_A0004,A132065,226,499.15,C15H34BrN,15,34,1,0,0,0,0,0,1,0,0
CCCCCOC(CCC)C[N+](C)(C)C.[Br-],C0404_A0004,A132065,106,379.15,C13H30BrNO,13,30,1,1,0,0,0,0,1,0,0
CC[N+](C)(CC)CC(C)(O)CC(C)(C)C.[Br-],C0330_A0004,A132065,125,398.15,C13H30BrNO,13,30,1,1,0,0,0,0,1,0,0
C=C(OCC)[N+](C)(C)C.[Br-],C1120_A0004,A132065,151,424.15,C7H16BrNO,7,16,1,1,0,0,0,0,1,0,0
CC(CC1CCCCCC1)[N+](C)(C)C.[Br-],C0349_A0004,A132065,273,546.15,C13H28BrN,13,28,1,0,0,0,0,0,1,0,0
C=COCC[N+](CC)(CC)CC.[Br-],C0726_A0004,A132065,95,368.15,C10H22BrNO,10,22,1,1,0,0,0,0,1,0,0
CC(CC1CCCCCCC1)[N+](C)(C)C.[Br-],C0753_A0004,A132065,249,522.15,C14H30BrN,14,30,1,0,0,0,0,0,1,0,0
CC(CC(C)(C)C)C[N+](C)(C)CC(C)CC(C)(C)C.[Br-],C0206_A0004,A132065,210,483.15,C18H40BrN,18,40,1,0,0,0,0,0,1,0,0
CCCCCCCCCCCC[N+](C)(C)CCCC.[Br-],C0831_A0004,A132065,40,313.15,C18H40BrN,18,40,1,0,0,0,0,0,1,0,0
C#CC[N+](CC=C)(CC=C)CC=C.[Br-],C0869_A0004,A132065,103,376.15,C12H18BrN,12,18,1,0,0,0,0,0,1,0,0
C=CC(O)C[N+](C)(C)CCCC.[Br-],C0917_A0004,A132065,79,352.15,C10H22BrNO,10,22,1,1,0,0,0,0,1,0,0
C=CC[N+](C)(C)Cc1ccccc1.[Br-],C0160_A0004,A132065,89,362.15,C12H18BrN,12,18,1,0,0,0,0,0,1,0,0
C#CC[N+](CC#C)(CC=C)CCCC.[Br-],C0805_A0004,A132065,89,362.15,C13H20BrN,13,20,1,0,0,0,0,0,1,0,0
Cc1ccccc1C[N+](C)(C)C.[Br-],C0959_A0004,A132065,201,474.15,C11H18BrN,11,18,1,0,0,0,0,0,1,0,0
C=CC[N+](C)(C)c1ccccc1.[Br-],C0788_A0004,A132065,124,397.15,C11H16BrN,11,16,1,0,0,0,0,0,1,0,0
CCCC(=O)OCC[N+](C)(C)C.[Br-],C0230_A0004,A132065,101,374.15,C9H20BrNO2,9,20,1,2,0,0,0,0,1,0,0
C[N+](C)(C)CCCCc1ccccc1.[Br-],C0944_A0004,A132065,180,453.15,C13H22BrN,13,22,1,0,0,0,0,0,1,0,0
C[N+](C)(C)CCCCCc1ccccc1.[Br-],C0186_A0004,A132065,163,436.15,C14H24BrN,14,24,1,0,0,0,0,0,1,0,0
CCC[N+](C)(C)Cc1ccccc1.[Br-],C0185_A0004,A132065,140,413.15,C12H20BrN,12,20,1,0,0,0,0,0,1,0,0
COc1ccc(C[N+](C)(C)C)cc1.[Br-],C1062_A0004,A132065,146,419.15,C11H18BrNO,11,18,1,1,0,0,0,0,1,0,0
CCCCCCCCCCCCCCCCCC[N+](CC)(CC)CC.[Br-],C1142_A0004,A132065,160,433.15,C24H52BrN,24,52,1,0,0,0,0,0,1,0,0
CCCCCCCCCCCCCCCC[N+](C)(CCCC)CCCC.[Br-],C0880_A0004,A132065,51,324.15,C25H54BrN,25,54,1,0,0,0,0,0,1,0,0
C[N+](C)(CCO)Cc1ccccc1.[Br-],C0294_A0004,A132065,83,356.15,C11H18BrNO,11,18,1,1,0,0,0,0,1,0,0
CC[N+](C)(CC)CC(O)c1ccccc1.[Br-],C1149_A0004,A132065,155,428.15,C13H22BrNO,13,22,1,1,0,0,0,0,1,0,0
CCCCCCCCCC[N+](C)(C)CC(=O)O.[Br-],C0071_A0004,A132065,153,426.15,C14H30BrNO2,14,30,1,2,0,0,0,0,1,0,0
C#CC[N+](CC=C)(CC=C)c1ccccc1.[Br-],C0217_A0004,A132065,138,411.15,C15H18BrN,15,18,1,0,0,0,0,0,1,0,0
CCC[N+](CCC)(CCC)Cc1ccccc1.[Br-],C1015_A0004,A132065,188,461.15,C16H28BrN,16,28,1,0,0,0,0,0,1,0,0
CC[N+](C)(CC)C(CO)c1ccccc1.[Br-],C0712_A0004,A132065,153,426.15,C13H22BrNO,13,22,1,1,0,0,0,0,1,0,0
Cc1ccccc1C[N+](C)(C)c1ccccc1.[Br-],C0812_A0004,A132065,88,361.15,C16H20BrN,16,20,1,0,0,0,0,0,1,0,0
CC[N+](CC)(Cc1ccccc1)Cc1ccccc1.[Br-],C0458_A0004,A132065,147,420.15,C18H24BrN,18,24,1,0,0,0,0,0,1,0,0
CCc1ccc([N+](C)(C)Cc2ccccc2)cc1.[Br-],C0532_A0004,A132065,159,432.15,C17H22BrN,17,22,1,0,0,0,0,0,1,0,0
CCCCCCCCCCCC[N+](C)(C)CCOC(C)=O.[Br-],C0986_A0004,A132065,65,338.15,C18H38BrNO2,18,38,1,2,0,0,0,0,1,0,0
CCC=Cc1ccc([N+](C)(C)Cc2ccccc2)cc1.[Br-],C0855_A0004,A132065,105,378.15,C19H24BrN,19,24,1,0,0,0,0,0,1,0,0
CCCCCC[N+](C)(C)c1ccccc1OC.[Br-],C0220_A0004,A132065,182,455.15,C15H26BrNO,15,26,1,1,0,0,0,0,1,0,0
C[N+](C)(CC(=O)c1ccccc1)CC1CCCCC1.[Br-],C0032_A0004,A132065,186,459.15,C17H26BrNO,17,26,1,1,0,0,0,0,1,0,0
C=CC[N+](C)(Cc1ccccc1)c1ccc(OC)cc1.[Br-],C0534_A0004,A132065,148,421.15,C18H22BrNO,18,22,1,1,0,0,0,0,1,0,0
C[N+](C)(C)C(OC(=O)c1ccccc1)c1ccccc1.[Br-],C0376_A0004,A132065,137,410.15,C17H20BrNO2,17,20,1,2,0,0,0,0,1,0,0
CCCCCCCCCC[N+](C)(C)CCCCCCCCCCC(=O)O.[Br-],C1080_A0004,A132065,110,383.15,C23H48BrNO2,23,48,1,2,0,0,0,0,1,0,0
C[N+](C)(CCCc1ccccc1)CC(=O)c1ccccc1.[Br-],C0671_A0004,A132065,125,398.15,C19H24BrNO,19,24,1,1,0,0,0,0,1,0,0
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCC.[Br-],C0948_A0004,A132065,55,328.15,C22H46BrNO2,22,46,1,2,0,0,0,0,1,0,0
CCCCCCCCCCCCCCCC[N+](C)(C)CCOC(C)=O.[Br-],C0047_A0004,A132065,73,346.15,C22H46BrNO2,22,46,1,2,0,0,0,0,1,0,0
CCCCCCCc1ccc([N+](C)(C)Cc2ccccc2)cc1.[Br-],C0951_A0004,A132065,90,363.15,C22H32BrN,22,32,1,0,0,0,0,0,1,0,0
CCCCCCCCc1ccc([N+](C)(C)Cc2ccccc2)cc1.[Br-],C0798_A0004,A132065,88,361.15,C23H34BrN,23,34,1,0,0,0,0,0,1,0,0
CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Br-],C0850_A0004,A132065,49,322.15,C23H42BrN,23,42,1,0,0,0,0,0,1,0,0
COc1cccc(C[N+](C)(C)CC(=O)c2ccccc2)c1.[Br-],C0629_A0004,A132065,151,424.15,C18H22BrNO2,18,22,1,2,0,0,0,0,1,0,0
CCCCCCCCCCCCCCCC[N+](CC)(CC)CCOC(C)=O.[Br-],C0308_A0004,A132065,71,344.15,C24H50BrNO2,24,50,1,2,0,0,0,0,1,0,0
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC(=O)OC.[Br-],C0138_A0004,A132065,67,340.15,C25H52BrNO2,25,52,1,2,0,0,0,0,1,0,0
CCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Br-],C0825_A0004,A132065,60,333.15,C24H44BrN,24,44,1,0,0,0,0,0,1,0,0
CC[N+](CC)(CCCOc1ccccc1)CCCOc1ccccc1.[Br-],C1038_A0004,A132065,78,351.15,C22H32BrNO2,22,32,1,2,0,0,0,0,1,0,0
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCC(=O)OC.[Br-],C1104_A0004,A132065,60,333.15,C27H56BrNO2,27,56,1,2,0,0,0,0,1,0,0
CCCCCCCCCCCc1ccc([N+](C)(C)Cc2ccccc2)cc1.[Br-],C0866_A0004,A132065,87,360.15,C26H40BrN,26,40,1,0,0,0,0,0,1,0,0
CCCCCCCCCCCCCCCC[N+](CCCC)(CCCC)CCOC(C)=O.[Br-],C0694_A0004,A132065,53,326.15,C28H58BrNO2,28,58,1,2,0,0,0,0,1,0,0
CCCCCCCCCCCCOc1ccccc1[N+](C)(C)CCCCCCCCCC.[Br-],C0758_A0004,A132065,39,312.15,C30H56BrNO,30,56,1,1,0,0,0,0,1,0,0
CCCCCCCCCCCCOc1ccccc1[N+](C)(C)CCCCCCCCCCCC.[Br-],C1070_A0004,A132065,44,317.15,C32H60BrNO,32,60,1,1,0,0,0,0,1,0,0
CCCCCCCCCCCCCC[N+](C)(C)c1ccccc1OCCCCCCCCCCCC.[Br-],C0938_A0004,A132065,47,320.15,C34H64BrNO,34,64,1,1,0,0,0,0,1,0,0
C[N+](C)(C)CCc1ccccc1.[Br-],C0677_A0004,A132065,234,507.15,C11H18BrN,11,18,1,0,0,0,0,0,1,0,0
C[N+](C)(C)O.[Br-],C0970_A0004,A132065,246,519.15,C3H10BrNO,3,10,1,1,0,0,0,0,1,0,0
CCCC(C)[N+](C)(C)C.[Br-],C0374_A0004,A132065,227,500.15,C8H20BrN,8,20,1,0,0,0,0,0,1,0,0
C[N+](C)(C)C1CCCC1.[Br-],C0776_A0004,A132065,281,554.15,C8H18BrN,8,18,1,0,0,0,0,0,1,0,0
C=CC[N+](C)(C)C(C)(C)C.[Br-],C0072_A0004,A132065,248,521.15,C9H20BrN,9,20,1,0,0,0,0,0,1,0,0
C[N+](C)(C)C1CCOC1.[Br-],C0039_A0004,A132065,250,523.15,C7H16BrNO,7,16,1,1,0,0,0,0,1,0,0
C[N+](C)(C)C1CCCCCC1.[Br-],C0797_A0004,A132065,278,551.15,C10H22BrN,10,22,1,0,0,0,0,0,1,0,0
Cc1cc(C)c(C[N+](C)(C)C)cc1C.[Br-],C0183_A0004,A132065,254,527.15,C13H22BrN,13,22,1,0,0,0,0,0,1,0,0
CCCCCCCCCCCC[N+](CC)(CCO)CCO.[Br-],C0697_A0004,A132065,70,343.15,C18H40BrNO2,18,40,1,2,0,0,0,0,1,0,0
Cc1ccc(C[N+](C)(C)C)c2ccccc12.[Br-],C0640_A0004,A132065,233,506.15,C15H20BrN,15,20,1,0,0,0,0,0,1,0,0
CCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-],C0005_A0004,A132065,51,324.15,C30H64BrN,30,64,1,0,0,0,0,0,1,0,0
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Br-],C0286_A0004,A132065,61,334.15,C30H64BrN,30,64,1,0,0,0,0,0,1,0,0
CCCCC(C(=O)OC)[N+](C)(C)Cc1ccccc1.[Br-],C0999_A0004,A132065,147,420.15,C16H26BrNO2,16,26,1,2,0,0,0,0,1,0,0
C[N+](C)(CCCCOc1ccccc1)Cc1ccccc1.[Br-],C0834_A0004,A132065,129,402.15,C19H26BrNO,19,26,1,1,0,0,0,0,1,0,0
CCCC(C(=O)OCC[N+](C)(CC)CC)c1ccccc1.[Br-],C0580_A0004,A132065,90,363.15,C18H30BrNO2,18,30,1,2,0,0,0,0,1,0,0
CCCCC(C(=O)OCC)[N+](C)(C)Cc1ccccc1.[Br-],C1054_A0004,A132065,118,391.15,C17H28BrNO2,17,28,1,2,0,0,0,0,1,0,0
C[N+](C)(Cc1cccc(Oc2ccccc2)c1)c1ccccc1.[Br-],C0444_A0004,A132065,127,400.15,C21H22BrNO,21,22,1,1,0,0,0,0,1,0,0
CCCCCC[N+](CCCCCC)(CCCCCC)Cc1ccccc1.[Br-],C0069_A0004,A132065,102,375.15,C25H46BrN,25,46,1,0,0,0,0,0,1,0,0
C[N+](C)(CCCCCOc1ccccc1)Cc1ccccc1.[Br-],C0518_A0004,A132065,140,413.15,C20H28BrNO,20,28,1,1,0,0,0,0,1,0,0
Cc1ccc(C(C)C)cc1C[N+](C)(C)Cc1cc(C(C)C)ccc1C.[Br-],C0142_A0004,A132065,226,499.15,C24H36BrN,24,36,1,0,0,0,0,0,1,0,0
CCCCC(C(=O)OCC[N+](C)(CC)CC)c1ccccc1.[Br-],C1137_A0004,A132065,78,351.15,C19H32BrNO2,19,32,1,2,0,0,0,0,1,0,0
Cc1ccc(C(C)C)cc1C[N+](C)(Cc1ccccc1)Cc1ccccc1.[Br-],C0432_A0004,A132065,207,480.15,C26H32BrN,26,32,1,0,0,0,0,0,1,0,0
C[N+](C)(CCCCOc1cccc2ccccc12)Cc1ccccc1.[Br-],C0379_A0004,A132065,140,413.15,C23H28BrNO,23,28,1,1,0,0,0,0,1,0,0
C[N+](C)(CCCCOc1ccc2ccccc2c1)Cc1ccccc1.[Br-],C0418_A0004,A132065,162,435.15,C23H28BrNO,23,28,1,1,0,0,0,0,1,0,0
CCCCCCC[N+](C)(C)C.[Br-],C0526_A0004,A132065,183,456.15,C10H24BrN,10,24,1,0,0,0,0,0,1,0,0
C=CC[N+](C)(C)C=C(C)C.[Br-],C1118_A0004,A132065,64,337.15,C9H18BrN,9,18,1,0,0,0,0,0,1,0,0
CC[N+](C)(C)C1CCCCO1.[Br-],C0833_A0004,A132065,84,357.15,C9H20BrNO,9,20,1,1,0,0,0,0,1,0,0
CC#CC[N+](CC)(CC)CC.[Br-],C0947_A0004,A132065,117,390.15,C10H20BrN,10,20,1,0,0,0,0,0,1,0,0
Cc1cc(C)cc(C[N+](C)(C)C)c1.[Br-],C0413_A0004,A132065,239,512.15,C12H20BrN,12,20,1,0,0,0,0,0,1,0,0
C#CC[N+](C)(C)CC#Cc1ccccc1.[Br-],C0727_A0004,A132065,172,445.15,C14H16BrN,14,16,1,0,0,0,0,0,1,0,0
CC(C)=C[N+](C)(C)Cc1ccccc1.[Br-],C0735_A0004,A132065,165,438.15,C13H20BrN,13,20,1,0,0,0,0,0,1,0,0
COc1ccc(CC[N+](C)(C)C)cc1.[Br-],C0050_A0004,A132065,217,490.15,C12H20BrNO,12,20,1,1,0,0,0,0,1,0,0
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCC.[Br-],C0819_A0004,A132065,58,331.15,C28H60BrN,28,60,1,0,0,0,0,0,1,0,0
C[N+](C)(CCc1ccccc1)c1ccccc1.[Br-],C0770_A0004,A132065,170,443.15,C16H20BrN,16,20,1,0,0,0,0,0,1,0,0
CC(c1ccccc1)[N+](C)(C)c1ccccc1.[Br-],C0281_A0004,A132065,120,393.15,C16H20BrN,16,20,1,0,0,0,0,0,1,0,0
Cc1cccc(C[N+](C)(C)CCO)c1C.[Br-],C0780_A0004,A132065,148,421.15,C13H22BrNO,13,22,1,1,0,0,0,0,1,0,0
Cc1ccccc1C[N+](C)(C)CCCO.[Br-],C0303_A0004,A132065,129,402.15,C13H22BrNO,13,22,1,1,0,0,0,0,1,0,0
CC(=O)OCC[N+](C)(C)Cc1ccccc1.[Br-],C0454_A0004,A132065,126,399.15,C13H20BrNO2,13,20,1,2,0,0,0,0,1,0,0
Cc1cccc(C[N+](C)(C)CCCO)c1C.[Br-],C0715_A0004,A132065,170,443.15,C14H24BrNO,14,24,1,1,0,0,0,0,1,0,0
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],C0775_A0004,A132065,63,336.15,C32H68BrN,32,68,1,0,0,0,0,0,1,0,0
CCOC(=O)C(C)[N+](C)(C)Cc1ccccc1.[Br-],C0331_A0004,A132065,118,391.15,C14H22BrNO2,14,22,1,2,0,0,0,0,1,0,0
CC[N+](CC)(CC)Cc1cccc(Oc2ccccc2)c1.[Br-],C0774_A0004,A132065,162,435.15,C19H26BrNO,19,26,1,1,0,0,0,0,1,0,0
CCCCCCCCCCCC[N+](C)(C)Cc1cc(C(C)C)ccc1C.[Br-],C0764_A0004,A132065,154,427.15,C25H46BrN,25,46,1,0,0,0,0,0,1,0,0
CCCCCCCCCCCC[N+](C)(C)CCc1cc(C(C)C)ccc1C.[Br-],C0614_A0004,A132065,114,387.15,C26H48BrN,26,48,1,0,0,0,0,0,1,0,0
CCC(CC(C)C)(C(=O)OCC[N+](C)(CC)CC)c1ccccc1.[Br-],C1148_A0004,A132065,143,416.15,C21H36BrNO2,21,36,1,2,0,0,0,0,1,0,0
CCCCCCCCCCCC[N+](CC)(CC)CCC.[Br-],C0244_A0004,A132065,98,371.15,C19H42BrN,19,42,1,0,0,0,0,0,1,0,0
CCCCCCCCCCCC[N+](C)(CC)COCC.[Br-],C0942_A0004,A132065,176,449.15,C18H40BrNO,18,40,1,1,0,0,0,0,1,0,0
C[N+](C)(CCC(=O)O)CC(=O)O.[Br-],C0438_A0004,A132065,151,424.15,C7H14BrNO4,7,14,1,4,0,0,0,0,1,0,0
CCCCCCCCCCCC[N+](C)(CC)CC(=O)O.[Br-],C0351_A0004,A132065,103,376.15,C17H36BrNO2,17,36,1,2,0,0,0,0,1,0,0
CCCCCCCCCCCC[N+](C)(CC)Cc1ccccc1.[Br-],C0682_A0004,A132065,104,377.15,C22H40BrN,22,40,1,0,0,0,0,0,1,0,0
CCCCCCCCCCCC[N+](C)(CCCC)Cc1ccccc1.[Br-],C0320_A0004,A132065,78,351.15,C24H44BrN,24,44,1,0,0,0,0,0,1,0,0
C[N+](C)(C)Cc1ccc(O)cc1.[Br-],C0124_A0004,A132065,166,439.15,C10H16BrNO,10,16,1,1,0,0,0,0,1,0,0
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccc(O)cc1.[Br-],C0957_A0004,A132065,129,402.15,C25H46BrNO,25,46,1,1,0,0,0,0,1,0,0
CC(=O)C[N+](C)(C)Cc1ccccc1C.[Br-],C0372_A0004,A132065,123,396.15,C13H20BrNO,13,20,1,1,0,0,0,0,1,0,0
COC(=O)C[N+](C)(C)Cc1ccc(C)cc1.[Br-],C0173_A0004,A132065,117,390.15,C13H20BrNO2,13,20,1,2,0,0,0,0,1,0,0
COC(=O)C[N+](C)(C)Cc1ccccc1C.[Br-],C0215_A0004,A132065,132,405.15,C13H20BrNO2,13,20,1,2,0,0,0,0,1,0,0
CC(C)CC(=O)C[N+](C)(C)C.[Br-],C0899_A0004,A132065,134,407.15,C9H20BrNO,9,20,1,1,0,0,0,0,1,0,0
CCOC(C[N+](C)(C)C)OCC.[Br-],C0408_A0004,A132065,151,424.15,C9H22BrNO2,9,22,1,2,0,0,0,0,1,0,0
C[N+](C)(C)CC(O)CO.[Br-],C0475_A0004,A132065,121,394.15,C6H16BrNO2,6,16,1,2,0,0,0,0,1,0,0
CC[N+](CC)(CC)CC#Cc1ccccc1.[Br-],C0457_A0004,A132065,157,430.15,C15H22BrN,15,22,1,0,0,0,0,0,1,0,0
C=CC[N+](C)(C)c1cc(C)ccc1O.[Br-],C1140_A0004,A132065,151,424.15,C12H18BrNO,12,18,1,1,0,0,0,0,1,0,0
COc1cc(C[N+](C)(C)C)cc(OC)c1.[Br-],C0232_A0004,A132065,194,467.15,C12H20BrNO2,12,20,1,2,0,0,0,0,1,0,0
C=CC[N+](C)(C)c1cc(C)cc(C)c1O.[Br-],C1128_A0004,A132065,106,379.15,C13H20BrNO,13,20,1,1,0,0,0,0,1,0,0
C=C(C)C[N+](C)(C)c1cc(C)ccc1O.[Br-],C0802_A0004,A132065,153,426.15,C13H20BrNO,13,20,1,1,0,0,0,0,1,0,0
