IL_SMILES,NAME,ARTICLEID,IL-Tm (deg-C),IL-Tm (K),MolecularFormula,C,H,N,O,S,P,F,Cl,Br,I,Si
COC(=O)C[n+]1c(N)n(NCc2ccccc2)c2ccccc21.[Br-],C0360_A0004,A132065,216,489.15,C17H19BrN4O2,17,19,4,2,0,0,0,0,1,0,0
C#CC[n+]1c(CO)n(CCC#N)c2ccccc21.[Br-],C0693_A0004,A132065,187,460.15,C14H14BrN3O,14,14,3,1,0,0,0,0,1,0,0
C=CC[n+]1c(CO)n(CCC#N)c2ccccc21.[Br-],C0939_A0004,A132065,187,460.15,C14H16BrN3O,14,16,3,1,0,0,0,0,1,0,0
CCc1n(CCC#N)c2ccccc2[n+]1CC(=O)c1ccccc1.[Br-],C1117_A0004,A132065,158,431.15,C20H20BrN3O,20,20,3,1,0,0,0,0,1,0,0
Cc1n(CCC#N)c2ccccc2[n+]1CC(=O)c1ccccc1.[Br-],C0589_A0004,A132065,202,475.15,C19H18BrN3O,19,18,3,1,0,0,0,0,1,0,0
CCCc1n(CCC#N)c2ccccc2[n+]1CC(=O)c1ccccc1.[Br-],C0470_A0004,A132065,209,482.15,C21H22BrN3O,21,22,3,1,0,0,0,0,1,0,0
N#CCCn1c(CO)[n+](CC(=O)c2ccccc2)c2ccccc21.[Br-],C0018_A0004,A132065,205,478.15,C19H18BrN3O2,19,18,3,2,0,0,0,0,1,0,0
Cc1n(CCC(N)=O)c2ccccc2[n+]1CC(=O)c1ccccc1.[Br-],C1007_A0004,A132065,256,529.15,C19H20BrN3O2,19,20,3,2,0,0,0,0,1,0,0
CCCCc1n(CCC#N)c2ccccc2[n+]1CC(=O)c1ccccc1.[Br-],C0699_A0004,A132065,173,446.15,C22H24BrN3O,22,24,3,1,0,0,0,0,1,0,0
CC(O)c1n(CCC#N)c2ccccc2[n+]1CC(=O)c1ccccc1.[Br-],C0720_A0004,A132065,183,456.15,C20H20BrN3O2,20,20,3,2,0,0,0,0,1,0,0
Cc1n(N)c2ccccc2[n+]1CC(=O)c1ccccc1.[Br-],C0617_A0004,A132065,230,503.15,C16H16BrN3O,16,16,3,1,0,0,0,0,1,0,0
Cc1n(N)c2ccccc2[n+]1CC(=O)c1cccs1.[Br-],C0252_A0004,A132065,222,495.15,C14H14BrN3OS,14,14,3,1,1,0,0,0,1,0,0
Cc1n(N=Cc2ccccc2)c2ccccc2[n+]1CC(=O)c1ccccc1.[Br-],C0123_A0004,A132065,220,493.15,C23H20BrN3O,23,20,3,1,0,0,0,0,1,0,0
Cc1n(NCc2ccccc2)c2ccccc2[n+]1CC(=O)c1ccccc1.[Br-],C0357_A0004,A132065,219,492.15,C23H22BrN3O,23,22,3,1,0,0,0,0,1,0,0
Cc1n(N=Cc2ccc([N+](=O)[O-])cc2)c2ccccc2[n+]1CC(=O)c1ccccc1.[Br-],C0636_A0004,A132065,238,511.15,C23H19BrN4O3,23,19,4,3,0,0,0,0,1,0,0
Cc1n(NCc2ccccc2)c2ccccc2[n+]1CC(=O)c1ccc([N+](=O)[O-])cc1.[Br-],C0724_A0004,A132065,229,502.15,C23H21BrN4O3,23,21,4,3,0,0,0,0,1,0,0
CCn1c[n+](CC(=O)c2ccccc2)c2ccccc21.[Br-],C0908_A0004,A132065,113,386.15,C17H17BrN2O,17,17,2,1,0,0,0,0,1,0,0
C=CCn1c[n+](CC(=O)c2ccccc2)c2ccccc21.[Br-],C0334_A0004,A132065,106,379.15,C18H17BrN2O,18,17,2,1,0,0,0,0,1,0,0
O=C(C[n+]1cn(CO)c2ccccc21)c1ccccc1.[Br-],C0170_A0004,A132065,183,456.15,C16H15BrN2O2,16,15,2,2,0,0,0,0,1,0,0
C=CCn1c[n+](CC(=O)c2ccc(Br)cc2)c2ccccc21.[Br-],C0078_A0004,A132065,215,488.15,C18H16Br2N2O,18,16,2,1,0,0,0,0,2,0,0
CCn1c[n+](CC(=O)c2ccc(Br)cc2)c2ccccc21.[Br-],C0817_A0004,A132065,198,471.15,C17H16Br2N2O,17,16,2,1,0,0,0,0,2,0,0
C=C(Br)Cn1c[n+](CC(=O)c2ccccc2)c2ccccc21.[Br-],C0153_A0004,A132065,164,437.15,C18H16Br2N2O,18,16,2,1,0,0,0,0,2,0,0
O=C(C[n+]1cn(CO)c2ccccc21)c1ccc(Br)cc1.[Br-],C0626_A0004,A132065,239,512.15,C16H14Br2N2O2,16,14,2,2,0,0,0,0,2,0,0
C=C(Br)Cn1c[n+](CC(=O)c2ccc(Br)cc2)c2ccccc21.[Br-],C0006_A0004,A132065,142,415.15,C18H15Br3N2O,18,15,2,1,0,0,0,0,3,0,0
O=C(C[n+]1cn(Cc2ccccc2)c2ccccc21)c1ccc(Br)cc1.[Br-],C0321_A0004,A132065,126,399.15,C22H18Br2N2O,22,18,2,1,0,0,0,0,2,0,0
Cn1c[n+](CCCn2c(=O)nc3n(-c4ccccc4)c4ccccc4nc-3c2=O)c2ccccc21.[Br-],C0202_A0004,A132065,271,544.15,C27H23BrN6O2,27,23,6,2,0,0,0,0,1,0,0
CC(=O)C[n+]1cn(Cc2ccccc2)c2ccccc21.[Br-],C0380_A0004,A132065,129,402.15,C17H17BrN2O,17,17,2,1,0,0,0,0,1,0,0
CCOC(=O)C[n+]1c(C)n(Cc2ccccc2)c2ccccc21.[Br-],C1027_A0004,A132065,242,515.15,C19H21BrN2O2,19,21,2,2,0,0,0,0,1,0,0
CCOC(=O)Cn1c(C)[n+](CC(=O)OCC)c2ccccc21.[Br-],C0539_A0004,A132065,250,523.15,C16H21BrN2O4,16,21,2,4,0,0,0,0,1,0,0
CC(=O)C[n+]1cn(C)c2ccccc21.[Br-],C1066_A0004,A132065,119,392.15,C11H13BrN2O,11,13,2,1,0,0,0,0,1,0,0
Cn1c(Sc2ccccc2)[n+](Cc2ccccc2)c2ccccc21.[Br-],C0666_A0004,A132065,162,435.15,C21H19BrN2S,21,19,2,0,1,0,0,0,1,0,0
C=CCn1c[n+](CC=C)c2ccccc21.[Br-],C0270_A0004,A132065,96,369.15,C13H15BrN2,13,15,2,0,0,0,0,0,1,0,0
CC=CC[n+]1cn(CCOCC)c2ccccc21.[Br-],C0830_A0004,A132065,107,380.15,C15H21BrN2O,15,21,2,1,0,0,0,0,1,0,0
C#CC[n+]1cn(CC=C)c2ccccc21.[Br-],C0815_A0004,A132065,178,451.15,C13H13BrN2,13,13,2,0,0,0,0,0,1,0,0
C=CCn1c[n+](Cc2ccccc2)c2ccccc21.[Br-],C0354_A0004,A132065,201,474.15,C17H17BrN2,17,17,2,0,0,0,0,0,1,0,0
CC=CC[n+]1cn(CCOCC)c2ccc(C)cc21.[Br-],C0219_A0004,A132065,77,350.15,C16H23BrN2O,16,23,2,1,0,0,0,0,1,0,0
C=CC[n+]1cn(CCOCC)c2ccc(C)cc21.[Br-],C0610_A0004,A132065,128,401.15,C15H21BrN2O,15,21,2,1,0,0,0,0,1,0,0
CC[n+]1cn(CCC[Si](C)(C)C)c2ccccc21.[Br-],C0765_A0004,A132065,208,481.15,C15H25BrN2Si,15,25,2,0,0,0,0,0,1,0,1
C=CC[n+]1cn(CCC[Si](C)(C)C)c2ccccc21.[Br-],C0684_A0004,A132065,125,398.15,C16H25BrN2Si,16,25,2,0,0,0,0,0,1,0,1
C=CCn1c[n+](Cc2ccc(Br)cc2)c2ccccc21.[Br-],C0085_A0004,A132065,179,452.15,C17H16Br2N2,17,16,2,0,0,0,0,0,2,0,0
CCOCCn1c[n+](CCc2ccccc2)c2ccccc21.[Br-],C1005_A0004,A132065,86,359.15,C19H23BrN2O,19,23,2,1,0,0,0,0,1,0,0
C=CCn1c[n+](CC#C[Si](C)(C)C)c2ccccc21.[Br-],C0248_A0004,A132065,145,418.15,C16H21BrN2Si,16,21,2,0,0,0,0,0,1,0,1
C#CC[n+]1cn(CCC[Si](C)(C)C)c2ccccc21.[Br-],C1103_A0004,A132065,166,439.15,C16H23BrN2Si,16,23,2,0,0,0,0,0,1,0,1
COCCn1c[n+](CCc2ccccc2)c2cc(C)ccc21.[Br-],C0271_A0004,A132065,122,395.15,C19H23BrN2O,19,23,2,1,0,0,0,0,1,0,0
C[Si](C)(C)CCCn1c[n+](Cc2ccccc2)c2ccccc21.[Br-],C0114_A0004,A132065,129,402.15,C20H27BrN2Si,20,27,2,0,0,0,0,0,1,0,1
Cc1ccc2c(c1)[n+](CCc1ccccc1)cn2CCc1ccccc1.[Br-],C0426_A0004,A132065,123,396.15,C24H25BrN2,24,25,2,0,0,0,0,0,1,0,0
COc1ccccc1C[n+]1cn(CCC[Si](C)(C)C)c2ccccc21.[Br-],C0930_A0004,A132065,176,449.15,C21H29BrN2OSi,21,29,2,1,0,0,0,0,1,0,1
O=[N+]([O-])c1ccc2c(c1)[n+](CCc1ccccc1)cn2CCc1ccccc1.[Br-],C0884_A0004,A132065,180,453.15,C23H22BrN3O2,23,22,3,2,0,0,0,0,1,0,0
[Br-].c1ccc2c(c1)n(C13CC4CC(CC(C4)C1)C3)c[n+]2C12CC3CC(CC(C3)C1)C2,C0060_A0004,A132065,298,571.15,C27H35BrN2,27,35,2,0,0,0,0,0,1,0,0
O=C(C[n+]1cn(Cc2ccccc2)c2ccccc21)c1cccs1.[Br-],C0450_A0004,A132065,205,478.15,C20H17BrN2OS,20,17,2,1,1,0,0,0,1,0,0
CCCCCCCC[n+]1c(C)n(CC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],C0211_A0004,A132065,215,488.15,C18H25BrCl2N2O2,18,25,2,2,0,0,0,2,1,0,0
CCCCCC[n+]1c(C)n(CCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],C0262_A0004,A132065,253,526.15,C18H25BrCl2N2O2,18,25,2,2,0,0,0,2,1,0,0
CCCCCCC[n+]1c(C)n(CCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],C1064_A0004,A132065,247,520.15,C19H27BrCl2N2O2,19,27,2,2,0,0,0,2,1,0,0
CCCCCCCC[n+]1c(C)n(CCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],C0127_A0004,A132065,201,474.15,C19H27BrCl2N2O2,19,27,2,2,0,0,0,2,1,0,0
CCCCCCCC[n+]1c(C)n(CCCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],C0110_A0004,A132065,215,488.15,C21H31BrCl2N2O2,21,31,2,2,0,0,0,2,1,0,0
CCCCCCCC[n+]1c(C)n(CCCCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],C0956_A0004,A132065,255,528.15,C22H33BrCl2N2O2,22,33,2,2,0,0,0,2,1,0,0
CCCCCCCCCCC[n+]1c(C)n(CCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],C0309_A0004,A132065,157,430.15,C23H35BrCl2N2O2,23,35,2,2,0,0,0,2,1,0,0
CCCCCCN1C(=CC=Cc2n(CCCC(=O)O)c3cc(Cl)c(Cl)cc3[n+]2CCCCCC)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],C0920_A0004,A132065,146,419.15,C37H47BrCl4N4O4,37,47,4,4,0,0,0,4,1,0,0
CCCCCCCCN1C(=CC=Cc2n(CCC(=O)O)c3cc(Cl)c(Cl)cc3[n+]2CCCCCCCC)N(CCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],C0632_A0004,A132065,114,387.15,C39H51BrCl4N4O4,39,51,4,4,0,0,0,4,1,0,0
CCCCCCCN1C(=CC=Cc2n(CCCC(=O)O)c3cc(Cl)c(Cl)cc3[n+]2CCCCCCC)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],C0680_A0004,A132065,128,401.15,C39H51BrCl4N4O4,39,51,4,4,0,0,0,4,1,0,0
CCCCCCCCCCN1C(=CC=Cc2n(CCCC(=O)O)c3cc(Cl)c(Cl)cc3[n+]2CCCCCCCCCC)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],C0024_A0004,A132065,107,380.15,C45H63BrCl4N4O4,45,63,4,4,0,0,0,4,1,0,0
CC(C)Cn1c[n+](C)c2ccccc21.[Br-],C0612_A0004,A132065,186,459.15,C12H17BrN2,12,17,2,0,0,0,0,0,1,0,0
CC(C)n1c[n+](C(C)C)c2ccccc21.[Br-],C0968_A0004,A132065,125,398.15,C13H19BrN2,13,19,2,0,0,0,0,0,1,0,0
CC(C)Cn1c[n+](CC(C)C)c2ccccc21.[Br-],C0851_A0004,A132065,178,451.15,C15H23BrN2,15,23,2,0,0,0,0,0,1,0,0
CCC[n+]1c(N)n(Cc2ccccc2)c2ccccc21.[Br-],C0837_A0004,A132065,306,579.15,C17H20BrN3,17,20,3,0,0,0,0,0,1,0,0
Nc1n(Cc2ccccc2)c2ccccc2[n+]1CC(=O)O.[Br-],C0622_A0004,A132065,160,433.15,C16H16BrN3O2,16,16,3,2,0,0,0,0,1,0,0
CNC(=O)C[n+]1c(N)n(Cc2ccccc2)c2ccccc21.[Br-],C0468_A0004,A132065,272,545.15,C17H19BrN4O,17,19,4,1,0,0,0,0,1,0,0
Nc1n(Cc2ccccc2)c2ccccc2[n+]1CC(=O)Nc1ccccc1.[Br-],C0030_A0004,A132065,296,569.15,C22H21BrN4O,22,21,4,1,0,0,0,0,1,0,0
Nc1n(Cc2ccccc2)c2ccccc2[n+]1CCCCCCO.[Br-],C0447_A0004,A132065,274,547.15,C20H26BrN3O,20,26,3,1,0,0,0,0,1,0,0
Nc1n(Cc2ccccc2)c2ccccc2[n+]1CCCCCCCCBr.[Br-],C0436_A0004,A132065,257,530.15,C22H29Br2N3,22,29,3,0,0,0,0,0,2,0,0
CCCCCCCCCCCC[n+]1c(N)n(Cc2ccccc2)c2ccccc21.[Br-],C0736_A0004,A132065,233,506.15,C26H38BrN3,26,38,3,0,0,0,0,0,1,0,0
CCCCCCCCCCCC[n+]1c(N)n(Cc2ccc(C)cc2)c2ccccc21.[Br-],C0537_A0004,A132065,243,516.15,C27H40BrN3,27,40,3,0,0,0,0,0,1,0,0
CCCCCCCCCCCC[n+]1c(N)n(Cc2ccc(OC)cc2)c2ccccc21.[Br-],C0997_A0004,A132065,263,536.15,C27H40BrN3O,27,40,3,1,0,0,0,0,1,0,0
CCCCCCCCCCCC[n+]1c(N)n(CCCc2ccccc2)c2ccccc21.[Br-],C0390_A0004,A132065,228,501.15,C28H42BrN3,28,42,3,0,0,0,0,0,1,0,0
CCCCCCCCCCCC[n+]1c(N)n(Cc2ccc(Cl)cc2)c2ccccc21.[Br-],C0836_A0004,A132065,272,545.15,C26H37BrClN3,26,37,3,0,0,0,0,1,1,0,0
Nc1n(Cc2ccccc2)c2ccccc2[n+]1CCCCCCCCCCCCBr.[Br-],C0969_A0004,A132065,240,513.15,C26H37Br2N3,26,37,3,0,0,0,0,0,2,0,0
CCCCCCCCCCCC[n+]1c(N)n(Cc2ccc(Cl)c(Cl)c2)c2ccccc21.[Br-],C1000_A0004,A132065,275,548.15,C26H36BrCl2N3,26,36,3,0,0,0,0,2,1,0,0
CC(C)(C)OC(=O)NCCCCCCCCCCC[n+]1c(N)n(Cc2ccccc2)c2ccccc21.[Br-],C0978_A0004,A132065,216,489.15,C30H45BrN4O2,30,45,4,2,0,0,0,0,1,0,0
Nc1n(Cc2ccccc2)c2ccccc2[n+]1CCCCCCCCCCCCN1C(=O)c2ccccc2C1=O.[Br-],C0655_A0004,A132065,200,473.15,C34H41BrN4O2,34,41,4,2,0,0,0,0,1,0,0
O=C(Cn1cc[n+](CC(=O)c2ccccc2)c1)c1ccccc1.[Br-],C0296_A0004,A132065,265,538.15,C19H17BrN2O2,19,17,2,2,0,0,0,0,1,0,0
Cn1c[n+](C)c2cc(Cl)ccc21.[Br-],C0301_A0004,A132065,275,548.15,C9H10BrClN2,9,10,2,0,0,0,0,1,1,0,0
CC(C(=O)c1ccc(-c2ccccc2)cc1)n1cc[n+](C(C)C(=O)c2ccc(-c3ccccc3)cc2)c1.[Br-],C0087_A0004,A132065,225,498.15,C33H29BrN2O2,33,29,2,2,0,0,0,0,1,0,0
Cn1cc[n+](CC(=O)c2ccc(C(N)=O)cc2)c1.[Br-],C0971_A0004,A132065,235,508.15,C13H14BrN3O2,13,14,3,2,0,0,0,0,1,0,0
Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccccc1.[Br-],C0115_A0004,A132065,231,504.15,C27H28BrN3O,27,28,3,1,0,0,0,0,1,0,0
Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccc(-c2ccccc2)cc1.[Br-],C0943_A0004,A132065,249,522.15,C33H32BrN3O,33,32,3,1,0,0,0,0,1,0,0
CC(=O)Cn1c(C)[n+](C)c2ccccc21.[Br-],C0373_A0004,A132065,234,507.15,C12H15BrN2O,12,15,2,1,0,0,0,0,1,0,0
CCOC(=O)C[n+]1c(C)n(CC)c2ccccc21.[Br-],C0510_A0004,A132065,233,506.15,C14H19BrN2O2,14,19,2,2,0,0,0,0,1,0,0
Cn1c[n+](CC(=O)c2ccccc2)c2cc(Cl)ccc21.[Br-],C0975_A0004,A132065,234,507.15,C16H14BrClN2O,16,14,2,1,0,0,0,1,1,0,0
CCCCCCCCCCCCCCCCn1c(C)[n+](CCCCCCCCCCCCCCCC)c2ccccc21.[Br-],C0886_A0004,A132065,239,512.15,C40H73BrN2,40,73,2,0,0,0,0,0,1,0,0
Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)c[n+]1CC(=O)c1ccccc1.[Br-],C0472_A0004,A132065,206,479.15,C31H27BrN2O,31,27,2,1,0,0,0,0,1,0,0
CCC1C(=O)OCC1Cc1c[n+](CC(=O)c2ccc(Br)cc2)cn1C.[Br-],C0529_A0004,A132065,220,493.15,C19H22Br2N2O3,19,22,2,3,0,0,0,0,2,0,0
CCn1c[n+](CC)c2ccccc21.[Br-],C0484_A0004,A132065,206,479.15,C11H15BrN2,11,15,2,0,0,0,0,0,1,0,0
Cn1c[n+](CC(=O)c2ccccc2)c2ccccc21.[Br-],C1144_A0004,A132065,211,484.15,C16H15BrN2O,16,15,2,1,0,0,0,0,1,0,0
COC(=O)Cn1c(C)[n+](CC(=O)c2ccc(C)cc2)c2ccccc21.[Br-],C0451_A0004,A132065,217,490.15,C20H21BrN2O3,20,21,2,3,0,0,0,0,1,0,0
COC(=O)Cn1c(C)[n+](CC(=O)c2ccc(Br)cc2)c2ccccc21.[Br-],C0955_A0004,A132065,211,484.15,C19H18Br2N2O3,19,18,2,3,0,0,0,0,2,0,0
CCCCCCCCn1c(C)[n+](CCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],C0171_A0004,A132065,208,481.15,C20H29BrCl2N2O2,20,29,2,2,0,0,0,2,1,0,0
Cc1n(CCc2ccccc2)cc[n+]1CC(=O)c1ccc(Br)cc1.[Br-],C0165_A0004,A132065,193,466.15,C20H20Br2N2O,20,20,2,1,0,0,0,0,2,0,0
CCC1C(=O)OCC1Cc1c[n+](CCc2ccccc2)cn1C.[Br-],C0581_A0004,A132065,173,446.15,C19H25BrN2O2,19,25,2,2,0,0,0,0,1,0,0
CCC1C(=O)OCC1Cc1c[n+](CC(=O)c2ccc(-c3ccccc3)cc2)cn1C.[Br-],C0048_A0004,A132065,179,452.15,C25H27BrN2O3,25,27,2,3,0,0,0,0,1,0,0
CCc1ccc(C(=O)C[n+]2ccn(C)c2)cc1.[Br-],C0754_A0004,A132065,178,451.15,C14H17BrN2O,14,17,2,1,0,0,0,0,1,0,0
C[n+]1ccn(C(c2ccccc2)c2ccccc2)c1.[Br-],C0601_A0004,A132065,174,447.15,C17H17BrN2,17,17,2,0,0,0,0,0,1,0,0
O=C(Cn1c[n+](CC(=O)c2ccccc2)c2ccccc21)c1ccccc1.[Br-],C0180_A0004,A132065,178,451.15,C23H19BrN2O2,23,19,2,2,0,0,0,0,1,0,0
CCOC(=O)C[n+]1cn(Cc2ccccc2)c2ccccc21.[Br-],C0090_A0004,A132065,167,440.15,C18H19BrN2O2,18,19,2,2,0,0,0,0,1,0,0
CCC1C(=O)OCC1Cc1c[n+](Cc2ccc(Br)cc2)cn1C.[Br-],C0883_A0004,A132065,159,432.15,C18H22Br2N2O2,18,22,2,2,0,0,0,0,2,0,0
Cc1ccc(C(=O)C[n+]2ccn(C)c2)cc1.[Br-],C0359_A0004,A132065,150,423.15,C13H15BrN2O,13,15,2,1,0,0,0,0,1,0,0
CCCn1cc[n+](CC(=O)c2ccccc2)c1.[Br-],C1050_A0004,A132065,149,422.15,C14H17BrN2O,14,17,2,1,0,0,0,0,1,0,0
CC[n+]1ccn(C(c2ccccc2)c2ccccc2)c1.[Br-],C0396_A0004,A132065,137,410.15,C18H19BrN2,18,19,2,0,0,0,0,0,1,0,0
CCOC(=O)C[n+]1cn(C)c2ccccc21.[Br-],C0952_A0004,A132065,157,430.15,C12H15BrN2O2,12,15,2,2,0,0,0,0,1,0,0
C[Si](C)(C)CCCn1c[n+](Cc2ccc(Br)cc2)c2ccccc21.[Br-],C0341_A0004,A132065,155,428.15,C20H26Br2N2Si,20,26,2,0,0,0,0,0,2,0,1
CCCCCCCCCCCCCC[n+]1ccn(Cc2ccccc2)c1C.[Br-],C0993_A0004,A132065,103,376.15,C25H41BrN2,25,41,2,0,0,0,0,0,1,0,0
CCCC[n+]1cc(CC2COC(=O)C2CC)n(C)c1.[Br-],C0228_A0004,A132065,111,384.15,C15H25BrN2O2,15,25,2,2,0,0,0,0,1,0,0
COC(=O)Cn1cc[n+](CC(=O)c2ccccc2)c1.[Br-],C0757_A0004,A132065,125,398.15,C14H15BrN2O3,14,15,2,3,0,0,0,0,1,0,0
CCCCCCCCn1c[n+](CCCCCCCC)c2ccccc21.[Br-],C0928_A0004,A132065,107,380.15,C23H39BrN2,23,39,2,0,0,0,0,0,1,0,0
CCCn1c[n+](CCC#N)c2ccccc21.[Br-],C0363_A0004,A132065,120,393.15,C13H16BrN3,13,16,3,0,0,0,0,0,1,0,0
CCCCCCCCCCn1cc[n+](C)c1C.[Br-],C0342_A0004,A132065,85,358.15,C15H29BrN2,15,29,2,0,0,0,0,0,1,0,0
CC[n+]1ccn(C)c1.[Br-],C0460_A0004,A132065,78,351.15,C6H11BrN2,6,11,2,0,0,0,0,0,1,0,0
Cn1cc[n+](CCO)c1.[Br-],C0852_A0004,A132065,97,370.15,C6H11BrN2O,6,11,2,1,0,0,0,0,1,0,0
[Br-].c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1,C0841_A0004,A132065,63,336.15,C17H17BrN2,17,17,2,0,0,0,0,0,1,0,0
CCC[n+]1ccn(C)c1.[Br-],C0811_A0004,A132065,35,308.15,C7H13BrN2,7,13,2,0,0,0,0,0,1,0,0
O=C(Cn1cc[n+](CC(=O)c2ccc(Br)cc2)c1)c1ccc(Br)cc1.[Br-],C1102_A0004,A132065,289,562.15,C19H15Br3N2O2,19,15,2,2,0,0,0,0,3,0,0
CCCCCCCC[n+]1c(N)n(Cc2ccccc2)c2ccccc21.[Br-],C0419_A0004,A132065,278,551.15,C22H30BrN3,22,30,3,0,0,0,0,0,1,0,0
Cc1n(Cc2ccccc2)cc[n+]1CC(=O)c1ccccc1.[Br-],C0462_A0004,A132065,239,512.15,C19H19BrN2O,19,19,2,1,0,0,0,0,1,0,0
CC(C)(C(=O)c1ccc(-c2ccccc2)cc1)n1cc[n+](C(C)(C)C(=O)c2ccc(-c3ccccc3)cc2)c1.[Br-],C0634_A0004,A132065,241,514.15,C35H33BrN2O2,35,33,2,2,0,0,0,0,1,0,0
Cn1cc[n+](CC(=O)c2ccc(-c3ccccc3)cc2)c1.[Br-],C1129_A0004,A132065,249,522.15,C18H17BrN2O,18,17,2,1,0,0,0,0,1,0,0
Cc1ccc(C[n+]2ccn(CCC(C(N)=O)(c3ccccc3)c3ccccc3)c2C)cc1.[Br-],C0119_A0004,A132065,241,514.15,C28H30BrN3O,28,30,3,1,0,0,0,0,1,0,0
Cc1n(CCCC(=O)O)c2ccccc2[n+]1Cc1ccccc1.[Br-],C0263_A0004,A132065,235,508.15,C19H21BrN2O2,19,21,2,2,0,0,0,0,1,0,0
CC(=O)C(C)[n+]1c(C)n(C)c2ccccc21.[Br-],C0012_A0004,A132065,255,528.15,C13H17BrN2O,13,17,2,1,0,0,0,0,1,0,0
Cc1ccc2c(c1)[n+](CC(=O)c1ccccc1)cn2C.[Br-],C0464_A0004,A132065,245,518.15,C17H17BrN2O,17,17,2,1,0,0,0,0,1,0,0
Cc1n(Cc2ccccc2)c2ccccc2[n+]1CC(=O)c1ccc([N+](=O)[O-])cc1.[Br-],C0066_A0004,A132065,248,521.15,C23H20BrN3O3,23,20,3,3,0,0,0,0,1,0,0
CCCCCCCCCn1c(C)[n+](CCCCCCCCC)c2ccccc21.[Br-],C0513_A0004,A132065,246,519.15,C26H45BrN2,26,45,2,0,0,0,0,0,1,0,0
O=C(Cn1cc[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)c1)c1ccc([N+](=O)[O-])cc1.[Br-],C0456_A0004,A132065,215,488.15,C19H15BrN4O6,19,15,4,6,0,0,0,0,1,0,0
Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccc(Br)cc1.[Br-],C0898_A0004,A132065,220,493.15,C27H27Br2N3O,27,27,3,1,0,0,0,0,2,0,0
CCOC(=O)C[n+]1c(C)n(C)c2ccccc21.[Br-],C0672_A0004,A132065,215,488.15,C13H17BrN2O2,13,17,2,2,0,0,0,0,1,0,0
COC(=O)Cn1c(C)[n+](CC(=O)c2ccccc2)c2ccccc21.[Br-],C0139_A0004,A132065,205,478.15,C19H19BrN2O3,19,19,2,3,0,0,0,0,1,0,0
CCOC(=O)Cn1c(C)[n+](CC(=O)c2ccccc2)c2ccccc21.[Br-],C0306_A0004,A132065,215,488.15,C20H21BrN2O3,20,21,2,3,0,0,0,0,1,0,0
CCCCn1c(C)[n+](CCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],C0445_A0004,A132065,217,490.15,C16H21BrCl2N2O2,16,21,2,2,0,0,0,2,1,0,0
CCCCN1C(=CC=Cc2n(CCCC)c3cc(Cl)c(Cl)cc3[n+]2CCCC(=O)O)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],C0941_A0004,A132065,200,473.15,C33H39BrCl4N4O4,33,39,4,4,0,0,0,4,1,0,0
Cn1cc[n+](CCc2ccc([N+](=O)[O-])cc2)c1.[Br-],C0731_A0004,A132065,185,458.15,C12H14BrN3O2,12,14,3,2,0,0,0,0,1,0,0
CCC1C(=O)OCC1Cc1c[n+](Cc2ccc(C)cc2)cn1C.[Br-],C0824_A0004,A132065,188,461.15,C19H25BrN2O2,19,25,2,2,0,0,0,0,1,0,0
CC(C(=O)c1ccccc1)[n+]1ccn(C)c1.[Br-],C0573_A0004,A132065,169,442.15,C13H15BrN2O,13,15,2,1,0,0,0,0,1,0,0
N#CCC[n+]1ccn(CC(=O)c2ccccc2)c1.[Br-],C1046_A0004,A132065,186,459.15,C14H14BrN3O,14,14,3,1,0,0,0,0,1,0,0
C=CC[n+]1cn(C)c2ccccc21.[Br-],C0924_A0004,A132065,163,436.15,C11H13BrN2,11,13,2,0,0,0,0,0,1,0,0
O=C(C[n+]1cn(Cc2ccccc2)c2ccccc21)c1ccccc1.[Br-],C1106_A0004,A132065,180,453.15,C22H19BrN2O,22,19,2,1,0,0,0,0,1,0,0
C=CCn1c[n+](CC)c2ccccc21.[Br-],C0829_A0004,A132065,175,448.15,C12H15BrN2,12,15,2,0,0,0,0,0,1,0,0
